id,name,name_en,district_id,district_name,sub_district_id,sub_district_name,municipal_status_id,municipal_status_name,coordinates_itm_east,coordinates_itm_north,coordinates_wgs84_latitude,coordinates_wgs84_longitude,population,natural_region_id,natural_region_name,type_of_locality_id,type_of_locality_group,type_of_locality_form,local_authorities_cluster_id,local_authorities_cluster_name,previous_names,merged_locality_names
156,"עיינות","Ayanot",4,"המרכז",44,"רחובות",27,"מועצה אזורית גן רווה",178160,647040,31.91564,34.76789,408,442,"אזור ראשון לציון",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",,,,
511,"עילוט","Ilut",2,"הצפון",25,"יזרעאל",99,"מועצה מקומית",224810,735900,32.71769,35.26162,8653,237,"הרי נצרת-תירען",280,"יישוב עירוני","יישובים לא יהודיים 9,999-5,000 תושבים",213,"אשכול רשויות הגליל והעמקים",,
687,"עין איילה","En Ayyala",3,"חיפה",32,"חדרה",15,"מועצה אזורית חוף הכרמל",195210,726120,32.62925,34.94614,1159,321,"חוף הכרמל",310,"יישוב כפרי","מושבים",,,,
546,"עין אל-אסד","Ein Al-Asad",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",237680,760640,32.94063,35.39938,903,212,"גליל עליון מזרחי",450,"יישוב כפרי","יישובים כפריים אחרים, לא-יהודיים",211,"אשכול רשויות גליל מזרחי",,
273,"עין גב","En Gev",2,"הצפון",22,"כנרת",6,"מועצה אזורית עמק הירדן",260160,743210,32.78286,35.63899,670,221,"כנרות",330,"יישוב כפרי","קיבוצים",214,"אשכול רשויות הכנרת והעמקים",,
2042,"עין גדי","En Gedi",6,"הדרום",62,"באר שבע",51,"מועצה אזורית תמר",236590,595630,31.45262,35.38477,588,624,"אזור ים המלח",330,"יישוב כפרי","קיבוצים",,,,
436,"עין דור","En Dor",2,"הצפון",23,"יזרעאל",9,"מועצה אזורית עמק יזרעאל",239320,729230,32.65738,35.41625,1054,233,"רמת כוכב",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
1240,"עין הבשור","En HaBesor",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",146890,576890,31.28147,34.44246,1113,622,"אזור בשור",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
74,"עין הוד","En Hod",3,"חיפה",32,"חדרה",15,"מועצה אזורית חוף הכרמל",198700,733940,32.69983,34.98316,666,322,"אזור זכרון יעקב",370,"יישוב כפרי","יישובים קהילתיים",,,"מגילות (מ""א)",
167,"עין החורש","En HaHoresh",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",194540,699140,32.38595,34.93971,854,411,"מערב השרון",330,"יישוב כפרי","קיבוצים",,,,
289,"עין המפרץ","En HaMifraz",2,"הצפון",24,"עכו",4,"מועצה אזורית מטה אשר",209360,756470,32.90313,35.09659,1258,246,"אזור עכו",330,"יישוב כפרי","קיבוצים",212,"אשכול רשויות גליל מערבי",,
383,"עין הנצי""ב","En HaNaziv",2,"הצפון",23,"יזרעאל",7,"מועצה אזורית עמק המעיינות",247330,708540,32.47064,35.50101,621,231,"עמק בית שאן",330,"יישוב כפרי","קיבוצים",214,"אשכול רשויות הכנרת והעמקים",,
367,"עין העמק","En HaEmeq",2,"הצפון",23,"יזרעאל",13,"מועצה אזורית מגידו",208220,726050,32.62882,35.08478,829,236,"רמת מנשה",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",213,"אשכול רשויות הגליל והעמקים",,
270,"עין השופט","En HaShofet",2,"הצפון",23,"יזרעאל",13,"מועצה אזורית מגידו",209680,722400,32.59593,35.10037,882,236,"רמת מנשה",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
676,"עין השלושה","En HaShelosha",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",143060,584680,31.35148,34.40164,369,622,"אזור בשור",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
157,"עין ורד","En Wered",4,"המרכז",41,"השרון",18,"מועצה אזורית לב השרון",193750,685670,32.26446,34.93168,1567,411,"מערב השרון",310,"יישוב כפרי","מושבים",410,"אשכול רשויות השרון",,
4503,"עין זיוון","En Ziwan",2,"הצפון",29,"גולן",71,"מועצה אזורית גולן",274680,778070,33.09654,35.79607,426,292,"גולן צפוני",330,"יישוב כפרי","קיבוצים",211,"אשכול רשויות גליל מזרחי",,
1320,"עין חוד","Ein Hod",3,"חיפה",32,"חדרה",15,"מועצה אזורית חוף הכרמל",200260,733020,32.69156,34.99981,318,322,"אזור זכרון יעקב",450,"יישוב כפרי","יישובים כפריים אחרים, לא-יהודיים",,,,
1053,"עין חצבה","En Hazeva",6,"הדרום",62,"באר שבע",51,"מועצה אזורית תמר",223420,523100,30.79857,35.24593,,625,"הערבה",510,"""מקום""","נקודה שאיננה יישוב (האוכלוסייה כלולה ב""גרים מחוץ ליישובים"")",,,,
89,"עין חרוד (איחוד)","En Harod (Ihud)",2,"הצפון",23,"יזרעאל",8,"מועצה אזורית הגלבוע",236990,718830,32.56364,35.39121,540,232,"עמק חרוד",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
82,"עין חרוד (מאוחד)","En Harod(Me'uhad)",2,"הצפון",23,"יזרעאל",8,"מועצה אזורית הגלבוע",237020,718250,32.55841,35.39152,780,232,"עמק חרוד",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
806,"עין יהב","En Yahav",6,"הדרום",62,"באר שבע",54,"מועצה אזורית הערבה התיכונה",222620,507530,30.65813,35.23752,803,625,"הערבה",310,"יישוב כפרי","מושבים",610,"אשכול רשויות נגב מזרחי",,
813,"עין יעקב","En Ya'aqov",2,"הצפון",24,"עכו",52,"מועצה אזורית מעלה יוסף",221840,768290,33.00975,35.23002,1215,243,"אזור יחיעם",310,"יישוב כפרי","מושבים",212,"אשכול רשויות גליל מערבי",,
1056,"עין כרם-בי""ס חקלאי","En Karem-B.S.Haqla'i",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",214580,631720,31.77822,35.15303,164,111,"הרי יהודה",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",,,,
426,"עין כרמל","En Karmel",3,"חיפה",32,"חדרה",15,"מועצה אזורית חוף הכרמל",195850,731450,32.67732,34.95282,930,321,"חוף הכרמל",330,"יישוב כפרי","קיבוצים",,,,
532,"עין מאהל","Ein Mahel",2,"הצפון",25,"יזרעאל",99,"מועצה מקומית",233370,736410,32.72221,35.35293,13748,237,"הרי נצרת-תירען",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",213,"אשכול רשויות הגליל והעמקים",,
521,"עין נקובא","Ein Naqquba",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",211510,633390,31.79326,35.1206,3680,111,"הרי יהודה",290,"יישוב עירוני","יישובים לא יהודיים 4,999-2,000 תושבים",,,,
223,"עין עירון","En Iron",3,"חיפה",32,"חדרה",14,"מועצה אזורית מנשה",201110,709960,32.48364,35.00933,587,324,"אזור חדרה",310,"יישוב כפרי","מושבים",,,,
622,"עין צורים","En Zurim",6,"הדרום",61,"אשקלון",34,"מועצה אזורית שפיר",173510,622690,31.69587,34.71987,861,611,"אזור מלאכי",330,"יישוב כפרי","קיבוצים",,,,
4502,"עין קנייא","Ein Qiniyye",2,"הצפון",29,"גולן",99,"מועצה מקומית",268580,793630,33.23712,35.73157,2172,291,"אזור החרמון",290,"יישוב עירוני","יישובים לא יהודיים 4,999-2,000 תושבים",211,"אשכול רשויות גליל מזרחי",,
514,"עין ראפה","Ein Rafa",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",210940,633070,31.79037,35.11459,1276,111,"הרי יהודה",450,"יישוב כפרי","יישובים כפריים אחרים, לא-יהודיים",,,,
139,"עין שמר","En Shemer",3,"חיפה",32,"חדרה",14,"מועצה אזורית מנשה",200900,707750,32.46371,35.00713,635,324,"אזור חדרה",330,"יישוב כפרי","קיבוצים",,,,
880,"עין שריד","En Sarid",4,"המרכז",41,"השרון",18,"מועצה אזורית לב השרון",194120,686700,32.27376,34.93558,1648,411,"מערב השרון",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",410,"אשכול רשויות השרון",,
1251,"עין תמר","En Tamar",6,"הדרום",62,"באר שבע",51,"מועצה אזורית תמר",235660,539130,30.94305,35.37407,198,624,"אזור ים המלח",310,"יישוב כפרי","מושבים",,,,
871,"עינת","Enat",4,"המרכז",42,"פתח תקווה",20,"מועצה אזורית דרום השרון",194250,665530,32.08285,34.93752,842,422,"אזור פתח תקווה",330,"יישוב כפרי","קיבוצים",410,"אשכול רשויות השרון",,
1187,"עיר אובות","Ir Ovot",6,"הדרום",62,"באר שבע",54,"מועצה אזורית הערבה התיכונה",223350,524450,30.81074,35.2452,,625,"הערבה",510,"""מקום""","נקודה שאיננה יישוב (האוכלוסייה כלולה ב""גרים מחוץ ליישובים"")",610,"אשכול רשויות נגב מזרחי",,
7600,"עכו","Akko",2,"הצפון",24,"עכו",0,"עירייה",208240,759270,32.92837,35.08459,49615,246,"אזור עכו",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",212,"אשכול רשויות גליל מערבי",,
1146,"עלומים","Alumim",6,"הדרום",62,"באר שבע",39,"מועצה אזורית שדות נגב",153760,595790,31.45233,34.51335,531,622,"אזור בשור",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
3765,"עלי","Eli",7,"אזור יהודה ושומרון",72,"שכם",73,"מועצה אזורית מטה בנימין",225340,664350,32.07248,35.26682,4613,,,190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
3727,"עלי זהב","Ale Zahav",7,"אזור יהודה ושומרון",73,"טול כרם",72,"מועצה אזורית שומרון",206250,664270,32.0717,35.06464,4279,,,190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
688,"עלמה","Alma",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",247040,772930,33.05124,35.49984,705,212,"גליל עליון מזרחי",310,"יישוב כפרי","מושבים",211,"אשכול רשויות גליל מזרחי",,
3715,"עלמון","Almon",7,"אזור יהודה ושומרון",74,"ראמאללה",73,"מועצה אזורית מטה בנימין",228070,637600,31.83123,35.2955,1441,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
1212,"עמוקה","Amuqqa",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",249390,767040,32.99808,35.52481,158,212,"גליל עליון מזרחי",370,"יישוב כפרי","יישובים קהילתיים",211,"אשכול רשויות גליל מזרחי",,
3824,"עמיחי","Ammihay",7,"אזור יהודה ושומרון",74,"ראמאללה",73,"מועצה אזורית מטה בנימין",231160,661400,32.04583,35.32843,238,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
779,"עמינדב","Amminadav",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",213500,628780,31.7517,35.14165,1119,111,"הרי יהודה",310,"יישוב כפרי","מושבים",,,,
385,"עמיעד","Ammi'ad",2,"הצפון",21,"צפת",1,"מועצה אזורית הגליל העליון",250930,759290,32.92815,35.54102,483,213,"אזור חצור",330,"יישוב כפרי","קיבוצים",211,"אשכול רשויות גליל מזרחי",,
318,"עמיעוז","Ammi'oz",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",144060,573250,31.24846,34.41302,208,622,"אזור בשור",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
773,"עמיקם","Ammiqam",3,"חיפה",32,"חדרה",45,"מועצה אזורית אלונה",202210,718780,32.56319,35.02087,740,323,"הר אלכסנדר",310,"יישוב כפרי","מושבים",,,,
319,"עמיר","Amir",2,"הצפון",21,"צפת",1,"מועצה אזורית הגליל העליון",258230,787050,33.17821,35.62024,600,211,"עמק חולה",330,"יישוב כפרי","קיבוצים",211,"אשכול רשויות גליל מזרחי",,
3660,"עמנואל","Immanu'el",7,"אזור יהודה ושומרון",73,"טול כרם",99,"מועצה מקומית",213220,674330,32.16248,35.1384,4372,,,190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
708,"עמקה","Amqa",2,"הצפון",24,"עכו",4,"מועצה אזורית מטה אשר",215480,764900,32.97918,35.16197,822,245,"אזור נהריה",310,"יישוב כפרי","מושבים",212,"אשכול רשויות גליל מערבי",,
3712,"ענב","Enav",7,"אזור יהודה ושומרון",73,"טול כרם",72,"מועצה אזורית שומרון",212060,687840,32.2843,35.12599,983,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
534,"עספיא","Isifya",3,"חיפה",31,"חיפה",99,"מועצה מקומית",206380,735860,32.71726,35.06503,12746,311,"אזור חיפה",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",310,"אשכול רשויות המפרץ",,
7700,"עפולה","Afula",2,"הצפון",23,"יזרעאל",0,"עירייה",228610,724720,32.61685,35.30204,59076,234,"עמק יזרעאל",150,"יישוב עירוני","יישובים יהודיים 99,999-50,000 תושבים",213,"אשכול רשויות הגליל והעמקים",,
3617,"עפרה","Ofra",7,"אזור יהודה ושומרון",74,"ראמאללה",73,"מועצה אזורית מטה בנימין",224970,651140,31.95335,35.26283,3025,,,190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
3778,"עץ אפרים","Ez Efrayim",7,"אזור יהודה ושומרון",73,"טול כרם",72,"מועצה אזורית שומרון",204570,669480,32.11866,35.04677,2518,,,190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
917,"עצמון שגב","Atsmon Segev",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",223880,752320,32.86575,35.25177,1204,241,"אזור שפרעם",370,"יישוב כפרי","יישובים קהילתיים",210,"אשכול רשויות בית הכרם הגלילי",,
531,"עראבה","Arrabe",2,"הצפון",24,"עכו",0,"עירייה",231970,750770,32.85171,35.33819,26641,241,"אזור שפרעם",260,"יישוב עירוני","יישובים לא יהודיים 49,999-20,000 תושבים",,,,
1246,"עראמשה","Aramsha",2,"הצפון",24,"עכו",4,"מועצה אזורית מטה אשר",221440,777040,33.08865,35.22576,1724,244,"אזור אילון",450,"יישוב כפרי","יישובים כפריים אחרים, לא-יהודיים",212,"אשכול רשויות גליל מערבי","ערב אל עראמשה",
1335,"ערב אל נעים","Arab Al Naim",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",227480,754800,32.88809,35.29026,848,241,"אזור שפרעם",450,"יישוב כפרי","יישובים כפריים אחרים, לא-יהודיים",210,"אשכול רשויות בית הכרם הגלילי",,
2560,"ערד","Arad",6,"הדרום",62,"באר שבע",0,"עירייה",220350,574140,31.25893,35.21389,27582,623,"אזור באר שבע",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",610,"אשכול רשויות נגב מזרחי",,
593,"ערוגות","Arugot",6,"הדרום",61,"אשקלון",33,"מועצה אזורית באר טוביה",178510,626920,31.73421,34.77243,1145,611,"אזור מלאכי",310,"יישוב כפרי","מושבים",420,"אשכול רשויות שורק דרומי",,
637,"ערערה","Ar'ara",3,"חיפה",32,"חדרה",99,"מועצה מקומית",208680,711740,32.49979,35.08984,25823,323,"הר אלכסנדר",260,"יישוב עירוני","יישובים לא יהודיים 49,999-20,000 תושבים",,,,
1192,"ערערה-בנגב","Ar'ara-BaNegev",6,"הדרום",62,"באר שבע",99,"מועצה מקומית",202190,563020,31.15851,35.02342,19681,623,"אזור באר שבע",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",610,"אשכול רשויות נגב מזרחי",,
591,"עשרת","Aseret",4,"המרכז",44,"רחובות",32,"מועצה אזורית גדרות",176170,636960,31.82467,34.7473,968,441,"אזור רחובות",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",,,,
53,"עתלית","Atlit",3,"חיפה",32,"חדרה",15,"מועצה אזורית חוף הכרמל",194930,733010,32.69137,34.94297,10474,321,"חוף הכרמל",170,"יישוב עירוני","יישובים יהודיים 19,999-10,000 תושבים",,,,
3748,"עתניאל","Otni'el",7,"אזור יהודה ושומרון",77,"חברון",78,"מועצה אזורית הר חברון",202790,594160,31.43937,35.02919,994,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
1151,"פארן","Paran",6,"הדרום",62,"באר שבע",54,"מועצה אזורית הערבה התיכונה",214660,474840,30.36325,35.15462,508,625,"הערבה",310,"יישוב כפרי","מושבים",610,"אשכול רשויות נגב מזרחי",,
3768,"פדואל","Pedu'el",7,"אזור יהודה ושומרון",73,"טול כרם",72,"מועצה אזורית שומרון",205080,663190,32.06194,35.05227,2098,,,190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
750,"פדויים","Peduyim",6,"הדרום",62,"באר שבע",42,"מועצה אזורית מרחבים",162980,581830,31.32691,34.61114,503,622,"אזור בשור",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
838,"פדיה","Pedaya",4,"המרכז",43,"רמלה",30,"מועצה אזורית גזר",188990,640610,31.858,34.88259,827,432,"אזור רמלה",310,"יישוב כפרי","מושבים",,,,
537,"פוריידיס","Fureidis",3,"חיפה",32,"חדרה",99,"מועצה מקומית",195790,722650,32.59797,34.95241,13571,321,"חוף הכרמל",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",,,,
1104,"פורייה - כפר עבודה","Poriyya-Kefar Avoda",2,"הצפון",22,"כנרת",6,"מועצה אזורית עמק הירדן",251540,736160,32.71958,35.54674,379,221,"כנרות",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",214,"אשכול רשויות הכנרת והעמקים",,
1105,"פורייה - נווה עובד","Poriyya-Newe Oved",2,"הצפון",22,"כנרת",6,"מועצה אזורית עמק הירדן",250650,738890,32.74422,35.53734,1290,221,"כנרות",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",214,"אשכול רשויות הכנרת והעמקים",,
1313,"פורייה עילית","Poriyya Illit",2,"הצפון",22,"כנרת",6,"מועצה אזורית עמק הירדן",251520,737370,32.73049,35.54657,1234,221,"כנרות",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",214,"אשכול רשויות הכנרת והעמקים",,
767,"פורת","Porat",4,"המרכז",41,"השרון",18,"מועצה אזורית לב השרון",195510,686980,32.27631,34.95033,1284,411,"מערב השרון",310,"יישוב כפרי","מושבים",410,"אשכול רשויות השרון",,
749,"פטיש","Pattish",6,"הדרום",62,"באר שבע",42,"מועצה אזורית מרחבים",158120,581910,31.32739,34.56007,998,622,"אזור בשור",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
1185,"פלך","Pelekh",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",222160,759870,32.93383,35.23342,196,243,"אזור יחיעם",330,"יישוב כפרי","קיבוצים",210,"אשכול רשויות בית הכרם הגלילי",,
597,"פלמחים","Palmahim",4,"המרכז",44,"רחובות",27,"מועצה אזורית גן רווה",172340,649060,31.93363,34.70625,743,442,"אזור ראשון לציון",330,"יישוב כפרי","קיבוצים",,,,
3723,"פני חבר","Pene Hever",7,"אזור יהודה ושומרון",77,"חברון",78,"מועצה אזורית הר חברון",215750,599330,31.48611,35.1655,729,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
3659,"פסגות","Pesagot",7,"אזור יהודה ושומרון",74,"ראמאללה",73,"מועצה אזורית מטה בנימין",221380,645100,31.89889,35.22485,2077,,,190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
535,"פסוטה","Fassuta",2,"הצפון",24,"עכו",99,"מועצה מקומית",229290,772600,33.04857,35.30979,3236,244,"אזור אילון",290,"יישוב עירוני","יישובים לא יהודיים 4,999-2,000 תושבים",212,"אשכול רשויות גליל מערבי",,
2059,"פעמי תש""ז","Pa'ame Tashaz",6,"הדרום",62,"באר שבע",42,"מועצה אזורית מרחבים",170810,594240,31.43919,34.6928,586,621,"אזור גרר",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
3615,"פצאל","Peza'el",7,"אזור יהודה ושומרון",75,"ירדן-יריחו",75,"מועצה אזורית ערבות הירדן",241920,661230,32.04414,35.44235,361,,,310,"יישוב כפרי","מושבים",710,"אשכול רשויות יהודה ושומרון",,
536,"פקיעין (בוקייעה)","Peqi'in (Buqei'a)",2,"הצפון",24,"עכו",99,"מועצה מקומית",231350,764830,32.97849,35.33175,6025,243,"אזור יחיעם",280,"יישוב עירוני","יישובים לא יהודיים 9,999-5,000 תושבים",,,,
281,"פקיעין חדשה","Peqi'in Hadasha",2,"הצפון",24,"עכו",52,"מועצה אזורית מעלה יוסף",230490,765440,32.984,35.32255,577,243,"אזור יחיעם",310,"יישוב כפרי","מושבים",212,"אשכול רשויות גליל מערבי",,
7800,"פרדס חנה-כרכור","Pardes Hanna-Karkur",3,"חיפה",32,"חדרה",99,"מועצה מקומית",197970,708770,32.47285,34.97595,44210,324,"אזור חדרה",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",,,,"כרכור,פרדס חנה"
171,"פרדסייה","Pardesiyya",4,"המרכז",41,"השרון",99,"מועצה מקומית",191770,690280,32.30599,34.91053,7252,411,"מערב השרון",180,"יישוב עירוני","יישובים יהודיים 9,999-5,000 תושבים",,,,
599,"פרוד","Parod",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",240740,759690,32.93201,35.43208,605,212,"גליל עליון מזרחי",330,"יישוב כפרי","קיבוצים",211,"אשכול רשויות גליל מזרחי",,
2053,"פרזון","Perazon",2,"הצפון",23,"יזרעאל",8,"מועצה אזורית הגלבוע",229440,716840,32.54579,35.3108,361,234,"עמק יזרעאל",310,"יישוב כפרי","מושבים",213,"אשכול רשויות הגליל והעמקים",,
1231,"פרי גן","Peri Gan",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",138550,570320,31.22167,34.35541,252,622,"אזור בשור",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
7900,"פתח תקווה","Petah Tiqwa",4,"המרכז",42,"פתח תקווה",0,"עירייה",189420,665790,32.08508,34.88635,252270,422,"אזור פתח תקווה",130,"יישוב עירוני","יישובים יהודיים 499,999-200,000 תושבים",,,,
839,"פתחיה","Petahya",4,"המרכז",43,"רמלה",30,"מועצה אזורית גזר",189290,641650,31.86738,34.88573,886,432,"אזור רמלה",310,"יישוב כפרי","מושבים",,,,
413,"צאלים","Ze'elim",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",155570,568210,31.2037,34.53416,470,622,"אזור בשור",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
1180,"צביה","Zviyya",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",231360,754980,32.88968,35.33173,327,242,"אזור כרמיאל",370,"יישוב כפרי","יישובים קהילתיים",210,"אשכול רשויות בית הכרם הגלילי",,
1213,"צבעון","Ziv'on",2,"הצפון",24,"עכו",1,"מועצה אזורית הגליל העליון",239230,770000,33.025,35.41616,338,244,"אזור אילון",330,"יישוב כפרי","קיבוצים",211,"אשכול רשויות גליל מזרחי",,
465,"צובה","Zova",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",211400,632310,31.78352,35.11945,623,111,"הרי יהודה",330,"יישוב כפרי","קיבוצים",,,,
1136,"צוחר","Zohar",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",145260,571900,31.23637,34.42571,475,622,"אזור בשור",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",620,"אשכול רשויות נגב מערבי",,
1111,"צופייה","Zofiyya",4,"המרכז",44,"רחובות",29,"מועצה אזורית חבל יבנה",175390,640490,31.85647,34.7389,,441,"אזור רחובות",510,"""מקום""","נקודה שאיננה יישוב (האוכלוסייה כלולה ב""גרים מחוץ ליישובים"")",420,"אשכול רשויות שורק דרומי",,
3791,"צופים","Zufim",7,"אזור יהודה ושומרון",73,"טול כרם",72,"מועצה אזורית שומרון",201010,678320,32.19832,35.00888,2489,,,190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
198,"צופית","Zofit",4,"המרכז",42,"פתח תקווה",20,"מועצה אזורית דרום השרון",192700,677760,32.19311,34.92076,1326,421,"דרום השרון",310,"יישוב כפרי","מושבים",410,"אשכול רשויות השרון",,
1150,"צופר","Zofar",6,"הדרום",62,"באר שבע",54,"מועצה אזורית הערבה התיכונה",217170,496690,30.56035,35.18068,464,625,"הערבה",310,"יישוב כפרי","מושבים",610,"אשכול רשויות נגב מזרחי",,
1102,"צוקי ים","Zuqi Yam",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",186930,696440,32.3614,34.85893,301,411,"מערב השרון",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",,,,
1262,"צוקים","Zuqim",6,"הדרום",62,"באר שבע",54,"מועצה אזורית הערבה התיכונה",215790,489030,30.49126,35.16632,346,625,"הערבה",370,"יישוב כפרי","יישובים קהילתיים",610,"אשכול רשויות נגב מזרחי",,
1113,"צור הדסה","Zur Hadassa",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",209200,624860,31.71632,35.0963,11929,111,"הרי יהודה",170,"יישוב עירוני","יישובים יהודיים 19,999-10,000 תושבים",,,,
1345,"צור יצחק","Zur Yizhaq",4,"המרכז",42,"פתח תקווה",20,"מועצה אזורית דרום השרון",200100,683080,32.24123,34.99913,6855,421,"דרום השרון",180,"יישוב עירוני","יישובים יהודיים 9,999-5,000 תושבים",410,"אשכול רשויות השרון",,
276,"צור משה","Zur Moshe",4,"המרכז",41,"השרון",18,"מועצה אזורית לב השרון",192080,689380,32.29788,34.91385,3264,411,"מערב השרון",190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",410,"אשכול רשויות השרון",,
1148,"צור נתן","Zur Natan",4,"המרכז",42,"פתח תקווה",20,"מועצה אזורית דרום השרון",201430,683030,32.2408,35.01324,298,421,"דרום השרון",320,"יישוב כפרי","מושבים שיתופיים",410,"אשכול רשויות השרון",,
774,"צוריאל","Zuri'el",2,"הצפון",24,"עכו",52,"מועצה אזורית מעלה יוסף",229670,767970,33.00682,35.31381,392,243,"אזור יחיעם",310,"יישוב כפרי","מושבים",212,"אשכול רשויות גליל מערבי",,
1221,"צורית","Zurit",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",223870,756410,32.90263,35.25169,943,242,"אזור כרמיאל",370,"יישוב כפרי","יישובים קהילתיים",210,"אשכול רשויות בית הכרם הגלילי",,
613,"ציפורי","Zippori",2,"הצפון",23,"יזרעאל",9,"מועצה אזורית עמק יזרעאל",226390,738980,32.74545,35.27849,1013,237,"הרי נצרת-תירען",310,"יישוב כפרי","מושבים",213,"אשכול רשויות הגליל והעמקים",,
796,"צלפון","Zelafon",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",193550,634690,31.80472,34.93093,1081,112,"שפלת יהודה",310,"יישוב כפרי","מושבים",,,,
